time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,rollout/success rate,time/episodes,time/total timesteps,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss
18201,-217022.14320103,4993.15,55,0.01,203,1011289,4955.70642578125,0.001,986200,47400.17244140625
18290,-211795.95978762,4993.15,55,0.01,204,1016289,4952.9148046875,0.001,991200,31664.683981933595
18380,-211608.03809590003,4993.15,55,0.01,205,1021289,4921.3967578125,0.001,996200,37907.691962890625
18470,-211910.84402632003,4993.15,55,0.01,206,1026289,4962.297822265625,0.001,1001200,71927.68282714844
18560,-211519.7296392,4993.15,55,0.01,207,1031289,4896.083525390625,0.001,1006200,13721.135703125
18650,-212140.72910780003,4993.15,55,0.01,208,1036289,4790.89533203125,0.001,1011200,26005.20724609375
18740,-211380.05950214004,4993.15,55,0.01,209,1041289,4852.512080078125,0.001,1016200,26108.215349121092
18830,-210288.47078648006,4993.15,55,0.01,210,1046289,4800.83703125,0.001,1021200,33547.29970703125
18921,-210748.52631384003,4993.15,55,0.01,211,1051289,4840.481591796875,0.001,1026200,28547.764782714843
19011,-210002.54167005004,4993.15,55,0.01,212,1056289,4672.203994140625,0.001,1031200,19123.154765625
19101,-209745.71189401005,4993.15,55,0.01,213,1061289,4753.172314453125,0.001,1036200,69411.67813964844
19191,-209473.03232894,4993.15,55,0.01,214,1066289,4642.048779296875,0.001,1041200,12482.020888671876
19281,-203600.76621726996,4993.15,55,0.01,215,1071289,4733.43876953125,0.001,1046200,10378.794780273438
19371,-196175.54219033002,4993.15,55,0.01,216,1076289,4761.514111328125,0.001,1051200,11141.032458496094
19461,-196231.75512786,4993.15,55,0.01,217,1081289,4769.261181640625,0.001,1056200,180093.6382470703
19550,-194204.00241005005,4993.15,55,0.01,218,1086289,4752.06044921875,0.001,1061200,27539.116188964843
19641,-193716.61138464004,4993.15,55,0.01,219,1091289,4705.681162109375,0.001,1066200,42957.60673339844
19730,-193345.31798359996,4993.15,55,0.01,220,1096289,4832.2486328125,0.001,1071200,16379.53912841797
19821,-194469.42512171,4993.15,55,0.01,221,1101289,4758.200849609375,0.001,1076200,10622.938146972656
19911,-191743.21129717,4993.15,55,0.01,222,1106289,4739.1460791015625,0.001,1081200,32625.433935546876
20001,-191851.7292618,4993.15,55,0.01,223,1111289,4752.598056640625,0.001,1086200,31441.811176757812
20091,-191172.57475853004,4993.15,55,0.01,224,1116289,4736.272734375,0.001,1091200,19770.257829589842
20181,-191082.51169590003,4993.15,55,0.01,225,1121289,4782.59220703125,0.001,1096200,130437.24917480469
20271,-194531.46927175001,4993.15,55,0.01,226,1126289,4754.4423828125,0.001,1101200,44894.35369384765
20361,-195301.90577164004,4993.15,55,0.01,227,1131289,4729.007314453125,0.001,1106200,40790.71685058594
20451,-195179.22266224996,4993.15,55,0.01,228,1136289,4852.714892578125,0.001,1111200,18020.771423339844
20540,-195635.45179371,4993.15,55,0.01,229,1141289,4761.182177734375,0.001,1116200,15105.819399414062
20632,-201231.85451252,4993.15,55,0.01,230,1146289,4730.10228515625,0.001,1121200,48805.32065429688
20722,-202024.58779979998,4993.15,55,0.01,231,1151289,4777.2682421875,0.001,1126200,12845.705612792968
20812,-202160.94612407003,4993.15,55,0.01,232,1156289,4812.332666015625,0.001,1131200,14405.506020507812
20902,-202771.77905137002,4993.15,55,0.01,233,1161289,4852.57248046875,0.001,1136200,33741.5144140625
20992,-202773.0123692,4993.15,55,0.01,234,1166289,4774.492124023437,0.001,1141200,15656.201857910157
21082,-202981.27983869996,4993.15,55,0.01,235,1171289,4797.175346679687,0.001,1146200,39405.954169921875
21172,-201472.75700544997,4993.15,55,0.01,236,1176289,4771.104443359375,0.001,1151200,30131.90856201172
21262,-202387.66068847998,4993.15,55,0.01,237,1181289,4713.1530078125,0.001,1156200,14619.12457763672
21352,-203634.10528713997,4993.15,55,0.01,238,1186289,4749.38203125,0.001,1161200,12151.92162109375
21442,-204085.63517340994,4993.15,55,0.01,239,1191289,4684.699951171875,0.001,1166200,65512.661162109376
21532,-204567.31562238996,4993.15,55,0.01,240,1196289,4686.554487304687,0.001,1171200,37039.19798828125
21622,-204537.49492347997,4993.15,55,0.01,241,1201289,4718.69025390625,0.001,1176200,32467.773420410158
21712,-205171.03842724994,4993.15,55,0.01,242,1206289,4761.53412109375,0.001,1181200,18607.696455078127
21802,-205161.28108591997,4993.15,55,0.01,243,1211289,4702.0205859375,0.001,1186200,23205.77396484375
21892,-205513.69298688998,4993.15,55,0.01,244,1216289,4732.631538085938,0.001,1191200,10958.264838867188
21982,-205712.36483890004,4993.15,55,0.01,245,1221289,4609.02939453125,0.001,1196200,40762.31733642578
22072,-206481.61950452998,4993.15,55,0.01,246,1226289,4678.727143554687,0.001,1201200,23906.792756347655
22162,-206098.90090174,4993.15,55,0.01,247,1231289,4702.755556640625,0.001,1206200,11634.136838378907
22251,-206582.47179980998,4993.15,55,0.01,248,1236289,4658.2491015625,0.001,1211200,19782.290737304687
22342,-206304.08058844,4993.15,55,0.01,249,1241289,4714.526240234375,0.001,1216200,44720.512099609376
22432,-206557.07988768,4993.15,55,0.01,250,1246289,4765.121201171875,0.001,1221200,26226.87658203125
22522,-207734.97117413004,4993.15,55,0.01,251,1251289,4777.535322265625,0.001,1226200,36320.23427001953
22612,-207993.49363502,4993.15,55,0.01,252,1256289,4677.19822265625,0.001,1231200,10777.735686035156
22702,-207639.04839494,4993.15,55,0.01,253,1261289,4668.222919921875,0.001,1236200,15478.486120605468
22795,-207614.77032344,4993.15,55,0.01,254,1266289,4742.5862890625,0.001,1241200,15054.563674316407
22886,-208339.68488172002,4993.15,55,0.01,255,1271289,4685.357944335938,0.001,1246200,31977.39677001953
22976,-208855.89715915997,4993.15,55,0.01,256,1276289,4759.454052734375,0.001,1251200,76671.73163085937
23066,-209407.46555932998,4993.15,55,0.01,257,1281289,4681.06607421875,0.001,1256200,41406.81688720703
23156,-209792.69035423995,4993.15,55,0.01,258,1286289,4709.78369140625,0.001,1261200,56750.53450683594
23246,-209674.36973148998,4993.15,55,0.01,259,1291289,4738.117504882813,0.001,1266200,11993.525959472656
23336,-209948.47446992993,4993.15,55,0.01,260,1296289,4743.48091796875,0.001,1271200,39862.9710546875
23426,-209576.50341096,4993.15,55,0.01,261,1301289,4706.628212890625,0.001,1276200,42642.01783691406
23517,-213236.71690874003,4993.15,55,0.01,262,1306289,4704.680356445312,0.001,1281200,32495.329248046874
23608,-211783.11323095002,4993.15,55,0.01,263,1311289,4605.341801757812,0.001,1286200,12171.806872558594
23698,-211643.55573929005,4993.15,55,0.01,264,1316289,4685.679829101562,0.001,1291200,14956.703325195313
23788,-211978.28143427006,4993.15,55,0.01,265,1321289,4691.8896484375,0.001,1296200,50373.394694824216
23878,-211570.07376451005,4993.15,55,0.01,266,1326289,4631.322006835938,0.001,1301200,22223.34396484375
23968,-211883.65696122005,5000.0,55,0.0,267,1331289,4594.93876953125,0.001,1306200,25813.967021484375
24058,-211985.42321788002,5000.0,55,0.0,268,1336289,4559.053647460937,0.001,1311200,21744.29198486328
24147,-211661.93429966,5000.0,55,0.0,269,1341289,4527.983505859375,0.001,1316200,22389.93037475586
24237,-211402.01409232002,5000.0,55,0.0,270,1346289,4584.583017578125,0.001,1321200,31779.359548339842
24326,-210958.13342634,5000.0,55,0.0,271,1351289,4580.477348632812,0.001,1326200,16928.162927246092
24416,-210635.72272352,5000.0,55,0.0,272,1356289,4532.640732421875,0.001,1331200,18904.63033203125
24506,-210480.37321927003,5000.0,55,0.0,273,1361289,4615.651606445313,0.001,1336200,32415.586193847656
24595,-210091.43916014,5000.0,55,0.0,274,1366289,4563.613046875,0.001,1341200,11430.591552734375
24685,-209757.78413416995,5000.0,55,0.0,275,1371289,4563.351372070312,0.001,1346200,23983.018999023436
24775,-209496.81748477998,5000.0,55,0.0,276,1376289,4583.139311523438,0.001,1351200,31341.20990234375
24865,-209359.98422842997,5000.0,55,0.0,277,1381289,4563.987421875,0.001,1356200,16290.467827148437
24955,-205760.96157003997,5000.0,55,0.0,278,1386289,4573.5252734375,0.001,1361200,26699.669104003908
25045,-200957.01157157,5000.0,55,0.0,279,1391289,4536.0069921875,0.001,1366200,23462.476489257813
25135,-200803.34700165002,5000.0,55,0.0,280,1396289,4602.831342773437,0.001,1371200,152492.70087890624
25225,-194998.01286736998,5000.0,55,0.0,281,1401289,4631.073916015625,0.001,1376200,35461.233395996096
25315,-194104.91640372996,5000.0,55,0.0,282,1406289,4602.0101708984375,0.001,1381200,53678.11001464844
25405,-193905.68488771,5000.0,55,0.0,283,1411289,4537.9965234375,0.001,1386200,9522.764599609374
25494,-192916.73251178997,5000.0,55,0.0,284,1416289,4548.611015625,0.001,1391200,27983.721713867188
25584,-193488.9908272,5000.0,55,0.0,285,1421289,4525.73962890625,0.001,1396200,21990.390358886718
25675,-193866.05388259998,5000.0,55,0.0,286,1426289,4544.993432617188,0.001,1401200,13365.152521972655
25764,-193101.96221695002,5000.0,55,0.0,287,1431289,4514.6637353515625,0.001,1406200,19092.514230957033
25854,-192800.30810615004,5000.0,55,0.0,288,1436289,4422.475546875,0.001,1411200,19966.699597167968
25944,-192512.09607837003,5000.0,55,0.0,289,1441289,4627.719633789063,0.001,1416200,104323.24185058594
26034,-192203.74134085004,5000.0,55,0.0,290,1446289,4523.235078125,0.001,1421200,89966.73191650391
26124,-187184.51598770003,5000.0,55,0.0,291,1451289,4525.070727539062,0.001,1426200,60113.00967773437
26214,-186375.39534817002,5000.0,55,0.0,292,1456289,4527.0068359375,0.001,1431200,44507.06415527344
26304,-186096.82000570002,5000.0,55,0.0,293,1461289,4483.669604492187,0.001,1436200,13785.9869921875
26394,-185874.11044165,5000.0,55,0.0,294,1466289,4484.19587890625,0.001,1441200,40010.68608398437
26484,-186034.71066083,5000.0,55,0.0,295,1471289,4465.752690429687,0.001,1446200,13513.134208984375
26574,-186187.61016881999,5000.0,55,0.0,296,1476289,4519.291948242188,0.001,1451200,22622.847985839842
26664,-187796.80921377,5000.0,55,0.0,297,1481289,4466.021215820312,0.001,1456200,27810.820268554686
26753,-187700.74079209004,5000.0,55,0.0,298,1486289,4479.782973632812,0.001,1461200,49153.33725830078
26843,-189041.27746289,5000.0,55,0.0,299,1491289,4553.54283203125,0.001,1466200,47412.59841064453
26932,-190974.90370420003,5000.0,55,0.0,300,1496289,4561.149360351563,0.001,1471200,37319.77140380859
27022,-191100.63668941,5000.0,55,0.0,301,1501289,4539.957177734375,0.001,1476200,8349.462604980468
27112,-191877.81003015005,5000.0,55,0.0,302,1506289,4605.895883789062,0.001,1481200,10850.388044433594
27202,-191624.63447922003,5000.0,55,0.0,303,1511289,4520.616875,0.001,1486200,29885.179418945314
27292,-192995.19275845002,5000.0,55,0.0,304,1516289,4542.353315429687,0.001,1491200,21305.774924316407
27382,-192892.41212504,5000.0,55,0.0,305,1521289,4536.810161132813,0.001,1496200,97417.57821044922
27472,-192961.65955881003,5000.0,55,0.0,306,1526289,4492.58814453125,0.001,1501200,15363.716931152343
27562,-193177.83771369004,5000.0,55,0.0,307,1531289,4551.7005224609375,0.001,1506200,14293.115361328126
27652,-192734.49299788,5000.0,55,0.0,308,1536289,4510.876899414063,0.001,1511200,83750.33052978516
27742,-192858.66843022,5000.0,55,0.0,309,1541289,4462.4400244140625,0.001,1516200,54608.191376953124
27832,-192883.54925331,5000.0,55,0.0,310,1546289,4342.809213867187,0.001,1521200,22954.714953613282
27921,-192636.47630198003,5000.0,55,0.0,311,1551289,4399.600380859375,0.001,1526200,9837.969423828124
28011,-193068.35883343,5000.0,55,0.0,312,1556289,4441.206821289063,0.001,1531200,27728.475541992186
28101,-193282.14353925997,5000.0,55,0.0,313,1561289,4344.138037109375,0.001,1536200,22101.06205078125
28191,-193384.54694866,5000.0,55,0.0,314,1566289,4427.41685546875,0.001,1541200,84214.36239257813
28281,-193404.62419588998,5000.0,55,0.0,315,1571289,4365.725576171875,0.001,1546200,11236.308107910156
28371,-192476.883498,5000.0,55,0.0,316,1576289,4314.137373046875,0.001,1551200,43535.16962890625
28461,-191833.57147118,5000.0,55,0.0,317,1581289,4283.702690429687,0.001,1556200,42402.53905273438
28551,-192000.75395170003,5000.0,55,0.0,318,1586289,4345.482143554687,0.001,1561200,36003.548935546874
28641,-192104.8349278,5000.0,55,0.0,319,1591289,4320.858696289062,0.001,1566200,14762.297998046875
28731,-191908.02517647002,5000.0,55,0.0,320,1596289,4270.294638671875,0.001,1571200,43703.303251953126
28821,-189103.28472842998,5000.0,55,0.0,321,1601289,4249.873828125,0.001,1576200,22166.02249267578
28910,-189284.94410509002,5000.0,55,0.0,322,1606289,4207.662895507812,0.001,1581200,20956.943878173828
29000,-189063.54331836,5000.0,55,0.0,323,1611289,4237.070537109375,0.001,1586200,50179.98998046875
29090,-189098.12402751,5000.0,55,0.0,324,1616289,4167.780268554688,0.001,1591200,9842.491197509766
29180,-188934.16809448999,5000.0,55,0.0,325,1621289,4246.644951171875,0.001,1596200,13097.87443725586
29269,-185384.93375352,5000.0,55,0.0,326,1626289,4246.432758789062,0.001,1601200,9288.426145019532
29359,-184262.70773578,5000.0,55,0.0,327,1631289,4212.986083984375,0.001,1606200,27683.715771484374
29449,-183928.27455946998,5000.0,55,0.0,328,1636289,4190.815263671875,0.001,1611200,39741.27311767578
29539,-184039.26517629996,5000.0,55,0.0,329,1641289,4114.349780273437,0.001,1616200,49449.222749023436
29629,-178963.40896156998,5000.0,55,0.0,330,1646289,4180.0144921875,0.001,1621200,8953.082912597656
29719,-177790.39205015995,5000.0,55,0.0,331,1651289,4249.884252929687,0.001,1626200,33420.90244873047
29809,-177960.12978049996,5000.0,55,0.0,332,1656289,4167.44396484375,0.001,1631200,18018.91145019531
29899,-177332.02441786,5000.0,55,0.0,333,1661289,4118.281650390625,0.001,1636200,10850.860592041015
29988,-177503.34277555998,5000.0,55,0.0,334,1666289,4087.5326513671876,0.001,1641200,15703.332196044921
30078,-177266.37857884,5000.0,55,0.0,335,1671289,4145.967133789062,0.001,1646200,22190.059709472655
30168,-177606.67469337,5000.0,55,0.0,336,1676289,4166.080834960938,0.001,1651200,8077.383012695313
30258,-176915.34881172996,5000.0,55,0.0,337,1681289,4123.1905517578125,0.001,1656200,20500.098427734374
30348,-175523.60581546996,5000.0,55,0.0,338,1686289,4209.438413085937,0.001,1661200,10140.89379638672
30438,-175177.16615255998,5000.0,55,0.0,339,1691289,4197.646455078125,0.001,1666200,15971.810095214843
30528,-174520.96393112995,5000.0,55,0.0,340,1696289,4114.134833984375,0.001,1671200,25854.723166503907
30618,-173970.64014605994,5000.0,55,0.0,341,1701289,4158.169155273437,0.001,1676200,8531.850379638672
30708,-173482.91859492997,5000.0,55,0.0,342,1706289,4119.741416015625,0.001,1681200,21095.179873046876
30797,-173161.22628708996,5000.0,55,0.0,343,1711289,4165.2579736328125,0.001,1686200,6370.660744628906
30887,-172574.51487108,5000.0,55,0.0,344,1716289,4110.5160546875,0.001,1691200,13489.795078125
30977,-172508.93135658998,5000.0,55,0.0,345,1721289,4063.3636962890623,0.001,1696200,103073.26309570312
31067,-171461.58848731,5000.0,55,0.0,346,1726289,4120.6202392578125,0.001,1701200,14992.195705566406
31156,-171037.33630246,5000.0,55,0.0,347,1731289,4077.820478515625,0.001,1706200,27845.442497558593
31246,-171144.0568009,5000.0,55,0.0,348,1736289,4073.511826171875,0.001,1711200,34899.686368408205
31336,-170692.59249741,5000.0,55,0.0,349,1741289,4090.5939111328125,0.001,1716200,10199.964752197266
31427,-172840.47817820997,5000.0,55,0.0,350,1746289,4049.4435888671874,0.001,1721200,12112.619453125
31516,-171779.25109941003,5000.0,55,0.0,351,1751289,4106.018295898438,0.001,1726200,21770.217186279297
31606,-171305.65374251,5000.0,55,0.0,352,1756289,4151.923657226563,0.001,1731200,10066.939453125
31696,-171307.50048435002,5000.0,55,0.0,353,1761289,4095.4510888671875,0.001,1736200,11916.808820800781
31786,-172187.35580435,5000.0,55,0.0,354,1766289,4069.421943359375,0.001,1741200,40052.17856445313
31876,-171207.26487431998,5000.0,55,0.0,355,1771289,4121.780161132812,0.001,1746200,71589.03208007812
31966,-170230.21818956002,5000.0,55,0.0,356,1776289,4102.3055029296875,0.001,1751200,13136.832258300781
32056,-169733.2958341,5000.0,55,0.0,357,1781289,4109.073305664063,0.001,1756200,9174.51913696289
32146,-169551.44358470998,5000.0,55,0.0,358,1786289,4137.668251953125,0.001,1761200,16381.118262939453
32236,-171187.52162120998,5000.0,55,0.0,359,1791289,4210.8471484375,0.001,1766200,69809.97902099609
32326,-170484.61986505997,5000.0,55,0.0,360,1796289,4138.177973632813,0.001,1771200,45278.69017333984
32416,-170193.47246347996,5000.0,55,0.0,361,1801289,4032.6521484375,0.001,1776200,13397.111691894532
32506,-166432.36717266002,5000.0,55,0.0,362,1806289,4097.666171875,0.001,1781200,47577.26725585938
32595,-166837.90680805,5000.0,55,0.0,363,1811289,4183.900615234375,0.001,1786200,45450.60631591797
32685,-166997.61471998002,5000.0,55,0.0,364,1816289,4127.851206054687,0.001,1791200,6990.653337402344
32774,-166301.76346737004,5000.0,55,0.0,365,1821289,4169.299755859375,0.001,1796200,23275.36551513672
32864,-165927.72329184,5000.0,55,0.0,366,1826289,4096.50818359375,0.001,1801200,16764.018139648437
32954,-165741.3087277,5000.0,55,0.0,367,1831289,4139.261791992188,0.001,1806200,9278.90520751953
33044,-165650.48703609998,5000.0,55,0.0,368,1836289,4159.8204345703125,0.001,1811200,13285.207396240234
33134,-165299.12265377998,5000.0,55,0.0,369,1841289,4140.897158203125,0.001,1816200,8067.395181884765
33224,-165045.65510184,5000.0,55,0.0,370,1846289,4122.519057617187,0.001,1821200,6794.480700683594
33314,-165067.45901762997,5000.0,55,0.0,371,1851289,4101.668173828125,0.001,1826200,13806.39603515625
33404,-164948.78770748997,5000.0,55,0.0,372,1856289,4129.4356689453125,0.001,1831200,21258.218857421874
33494,-165510.56922653,5000.0,55,0.0,373,1861289,4097.802602539063,0.001,1836200,24730.522213134765
33584,-165391.00678827,5000.0,55,0.0,374,1866289,4102.6436376953125,0.001,1841200,12136.733828125
33674,-164912.24260276,5000.0,55,0.0,375,1871289,4143.585654296875,0.001,1846200,48452.91202392578
33763,-165021.0823621,5000.0,55,0.0,376,1876289,4143.6716796875,0.001,1851200,21285.21046142578
33854,-164948.11348409,5000.0,55,0.0,377,1881289,4065.867890625,0.001,1856200,25860.48384765625
33944,-164944.18327876003,5000.0,55,0.0,378,1886289,4032.689228515625,0.001,1861200,23688.400744628907
34034,-165884.20925129,5000.0,55,0.0,379,1891289,4116.942099609375,0.001,1866200,44404.58384765625
34123,-165443.26940888,5000.0,55,0.0,380,1896289,3984.391201171875,0.001,1871200,19010.966752929686
34213,-165244.23458696,5000.0,55,0.0,381,1901289,3945.9100390625,0.001,1876200,23191.84116455078
34303,-166778.82455555,5000.0,55,0.0,382,1906289,4003.7212451171877,0.001,1881200,11593.145913085937
34394,-171098.18121927002,5000.0,55,0.0,383,1911289,3985.200654296875,0.001,1886200,15068.493828125
34484,-175134.83306022,5000.0,55,0.0,384,1916289,4001.8203564453124,0.001,1891200,9363.510036621094
34574,-174632.66168197998,5000.0,55,0.0,385,1921289,3954.2659228515627,0.001,1896200,22920.128383789062
34664,-174281.60165429997,5000.0,55,0.0,386,1926289,4030.0942919921877,0.001,1901200,39262.951760253905
34753,-174202.34356369,5000.0,55,0.0,387,1931289,4068.440966796875,0.001,1906200,29711.47263671875
34844,-175601.8975841,5000.0,55,0.0,388,1936289,4068.686728515625,0.001,1911200,25557.303205566408
34933,-176085.30341464002,5000.0,55,0.0,389,1941289,4043.6272802734375,0.001,1916200,9827.703017578126
35023,-176393.20892459003,5000.0,55,0.0,390,1946289,4100.4785986328125,0.001,1921200,26223.574294433594
35113,-177377.57962274,5000.0,55,0.0,391,1951289,4026.835830078125,0.001,1926200,30231.35839355469
35203,-179409.34502791998,5000.0,55,0.0,392,1956289,4059.1352197265624,0.001,1931200,35725.07541748047
35293,-179888.57416616997,5000.0,55,0.0,393,1961289,4042.0224755859376,0.001,1936200,33663.077255859374
35383,-179748.26763190996,5000.0,55,0.0,394,1966289,4082.26087890625,0.001,1941200,22403.11376953125
35473,-179343.77747924998,5000.0,55,0.0,395,1971289,4030.3521630859377,0.001,1946200,20452.663642578125
35562,-179086.74267588998,5000.0,55,0.0,396,1976289,4028.4213623046876,0.001,1951200,9071.299321289063
35652,-177370.49811541,5000.0,55,0.0,397,1981289,4072.9149072265627,0.001,1956200,23149.432661132814
35742,-180326.30484675002,5000.0,55,0.0,398,1986289,4120.207026367188,0.001,1961200,35677.85350830078
35832,-182956.80958448,5000.0,55,0.0,399,1991289,4191.50263671875,0.001,1966200,18642.55291015625
35921,-180766.62255237,5000.0,55,0.0,400,1996289,4106.542001953125,0.001,1971200,20017.00703613281
